data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,sort
-0.00080458,0.00048276,-0.0024688,-0.60826,-0.0047305,-0.0019208,-0.019563,0.032573,-0.33301,-0.22455,0.12256,-0.071406,8
-0.00080476,0.0004818,-0.002463,-0.60493,-0.0049492,-0.0019747,-0.01961,0.032541,-0.33302,-0.22741,0.12318,-0.071839,8
-0.00081397,0.00047692,-0.0047311,-0.60789,-0.0047385,-0.0022005,-0.01993,0.032478,-0.32869,-0.2271,0.12602,-0.073256,8
-0.00084005,0.00046261,0.0036212,-0.61246,-0.0014129,-0.0019429,-0.020925,0.032316,-0.33014,-0.22684,0.12419,-0.071042,8
-0.0021198,5.31E-05,-0.16229,-0.71444,0.047111,0.010121,-0.024218,0.030728,-0.50288,-0.67306,0.073439,-0.081104,8
-0.0021318,4.98E-05,-0.16283,-0.71295,0.047202,0.01009,-0.0244,0.030705,-0.50367,-0.67115,0.072652,-0.080526,8
-0.0020923,5.82E-05,-0.15904,-0.71182,0.04723,0.010089,-0.023955,0.030772,-0.50062,-0.67415,0.072555,-0.080542,8
-0.0020954,5.87E-05,-0.15554,-0.70904,0.047298,0.010124,-0.023936,0.030792,-0.49676,-0.67757,0.073808,-0.080689,8
-0.0021167,5.23E-05,-0.15948,-0.71349,0.047172,0.010095,-0.024241,0.030688,-0.50074,-0.67021,0.072727,-0.080651,8
-0.002099,5.67E-05,-0.16155,-0.70935,0.047244,0.010108,-0.024041,0.03076,-0.50291,-0.67501,0.073195,-0.080632,8
-0.0021069,5.53E-05,-0.16128,-0.71315,0.047184,0.010086,-0.024102,0.030737,-0.50216,-0.67129,0.072503,-0.080549,8
-0.0020903,5.85E-05,-0.15721,-0.70812,0.047153,0.010095,-0.023945,0.030778,-0.49986,-0.67316,0.072417,-0.080636,8
-0.0021057,5.85E-05,-0.16125,-0.71504,0.047084,0.010103,-0.02395,0.030822,-0.50212,-0.67047,0.072817,-0.080932,8
-0.0021166,5.38E-05,-0.16074,-0.71311,0.047164,0.010141,-0.024198,0.030758,-0.50199,-0.67725,0.074239,-0.081171,8
-0.0021438,4.62E-05,-0.16033,-0.70926,0.047207,0.010134,-0.024575,0.030642,-0.502,-0.67827,0.074037,-0.080973,8
-0.002133,4.88E-05,-0.16068,-0.71108,0.047207,0.010103,-0.024432,0.030665,-0.5023,-0.67451,0.072992,-0.080652,8
-0.0021058,5.59E-05,-0.16127,-0.71503,0.047084,0.010103,-0.024075,0.030754,-0.50214,-0.67044,0.072826,-0.080928,8
-0.0021164,5.38E-05,-0.15942,-0.71444,0.047093,0.010107,-0.024198,0.030757,-0.50067,-0.6736,0.073005,-0.081046,8
-0.0021239,5.22E-05,-0.15434,-0.71398,0.047268,0.0101,-0.024288,0.030743,-0.49567,-0.67814,0.073008,-0.080599,8
-0.0021044,5.66E-05,-0.1622,-0.70765,0.047075,0.01012,-0.024038,0.030762,-0.50326,-0.67348,0.073208,-0.081051,8
-0.0021317,5.13E-05,-0.15683,-0.70879,0.047214,0.0101,-0.024324,0.030738,-0.49919,-0.67701,0.072781,-0.080682,8
-0.0021091,5.66E-05,-0.15941,-0.71417,0.047177,0.01009,-0.024042,0.030785,-0.50067,-0.67227,0.07259,-0.080628,8
-0.0020966,5.76E-05,-0.15881,-0.71439,0.047043,0.010112,-0.023997,0.030776,-0.501,-0.67537,0.072687,-0.081136,8
-0.0021399,5.31E-05,-0.16062,-0.71415,0.047165,0.0101,-0.024244,0.030817,-0.5022,-0.67212,0.072773,-0.080708,8
-0.0021077,5.62E-05,-0.16126,-0.71256,0.047142,0.010097,-0.024064,0.030775,-0.50213,-0.66983,0.072758,-0.080725,8
-0.0021032,5.58E-05,-0.16124,-0.71356,0.047154,0.010096,-0.024087,0.030756,-0.50212,-0.67048,0.072725,-0.080721,8
-0.0021027,5.61E-05,-0.15707,-0.70984,0.047191,0.010116,-0.024075,0.030761,-0.49718,-0.67318,0.073431,-0.080843,8
-0.0021168,5.21E-05,-0.16425,-0.71358,0.047141,0.010119,-0.02427,0.030701,-0.50447,-0.67402,0.073534,-0.081009,8
-0.002125,5.03E-05,-0.15684,-0.71344,0.047105,0.010122,-0.024371,0.03069,-0.49921,-0.67625,0.073205,-0.081153,8
-0.0021417,5.08E-05,-0.16032,-0.70919,0.047239,0.010127,-0.024359,0.030758,-0.50197,-0.67822,0.073889,-0.080851,8
-0.0021245,5.05E-05,-0.16404,-0.71372,0.047224,0.010092,-0.024341,0.030676,-0.5046,-0.67402,0.072819,-0.080557,8
-0.002094,5.74E-05,-0.15903,-0.71379,0.047177,0.010084,-0.023999,0.030756,-0.50061,-0.67211,0.072241,-0.0806,8
-0.0020967,5.94E-05,-0.16119,-0.71188,0.047138,0.010114,-0.023908,0.030822,-0.50286,-0.67601,0.072978,-0.080948,8
-0.0021298,5.36E-05,-0.16214,-0.70916,0.047222,0.010091,-0.024207,0.030783,-0.50343,-0.67548,0.072659,-0.080517,8
-0.0020949,5.85E-05,-0.15881,-0.71548,0.047018,0.010111,-0.023941,0.030784,-0.50101,-0.67587,0.072598,-0.081207,8
-0.0021439,5.29E-05,-0.1603,-0.70889,0.047192,0.010139,-0.02426,0.030829,-0.50194,-0.67748,0.074141,-0.081052,8
-0.0021388,4.77E-05,-0.16074,-0.70633,0.047201,0.010113,-0.024494,0.030656,-0.50237,-0.67462,0.07332,-0.080685,8
-0.0021099,5.42E-05,-0.15942,-0.7114,0.047078,0.010113,-0.024158,0.030721,-0.50069,-0.67143,0.073112,-0.081004,8
-0.0021237,5.20E-05,-0.16404,-0.71366,0.047184,0.010093,-0.024292,0.030732,-0.50458,-0.67162,0.072699,-0.080608,8
-0.0020972,5.73E-05,-0.15881,-0.71439,0.047044,0.010112,-0.024005,0.030768,-0.501,-0.67535,0.072689,-0.081135,8
-0.0021398,5.31E-05,-0.16032,-0.70913,0.047332,0.010111,-0.024244,0.030816,-0.50196,-0.6766,0.073551,-0.080495,8
-0.0021002,5.50E-05,-0.16211,-0.71308,0.047082,0.010119,-0.0241,0.030699,-0.50337,-0.67071,0.073134,-0.081045,8
-0.0021321,5.17E-05,-0.15977,-0.70912,0.047232,0.010103,-0.024305,0.030749,-0.50112,-0.67242,0.073218,-0.080572,8
-0.0020961,5.53E-05,-0.15884,-0.71549,0.047017,0.010112,-0.024097,0.030707,-0.50105,-0.67583,0.072608,-0.081206,8
-0.0021439,5.29E-05,-0.1603,-0.71305,0.047145,0.010113,-0.024261,0.030828,-0.50194,-0.67362,0.073163,-0.080903,8
-0.0021223,5.29E-05,-0.15434,-0.71412,0.04711,0.010108,-0.024235,0.030743,-0.49568,-0.67402,0.072814,-0.080955,8
-0.0021256,5.40E-05,-0.15433,-0.71396,0.04727,0.0101,-0.024188,0.030786,-0.49565,-0.67812,0.073005,-0.080596,8
-0.0021041,5.66E-05,-0.16127,-0.71505,0.047084,0.010103,-0.024036,0.030762,-0.50215,-0.67046,0.072821,-0.080929,8
-0.0021165,5.39E-05,-0.15781,-0.71238,0.047162,0.01012,-0.024197,0.030758,-0.49865,-0.67104,0.073489,-0.080951,8
-0.002123,5.09E-05,-0.16229,-0.71237,0.047033,0.01012,-0.024339,0.030694,-0.50287,-0.67139,0.073253,-0.081219,8
-0.0021365,4.94E-05,-0.15461,-0.71428,0.047044,0.010113,-0.024431,0.030719,-0.49628,-0.67455,0.072772,-0.081096,8
-0.0021367,5.31E-05,-0.16033,-0.71106,0.047304,0.010117,-0.024245,0.030802,-0.50198,-0.67685,0.073681,-0.080608,8
-0.0021082,5.35E-05,-0.15714,-0.7151,0.047299,0.010105,-0.02418,0.03069,-0.49725,-0.67442,0.073345,-0.080592,8
-0.0020999,5.48E-05,-0.15884,-0.71438,0.047044,0.010112,-0.02412,0.030705,-0.50104,-0.67528,0.072698,-0.08113,8
-0.0021395,5.31E-05,-0.16032,-0.70915,0.047328,0.010112,-0.024244,0.030815,-0.50196,-0.67664,0.073567,-0.080512,8
-0.0021014,5.48E-05,-0.16257,-0.71241,0.047169,0.010114,-0.024111,0.030698,-0.50341,-0.6736,0.073257,-0.080889,8
-0.0021208,5.26E-05,-0.16228,-0.71147,0.047121,0.010102,-0.024249,0.030729,-0.50287,-0.6712,0.072876,-0.080864,8
-0.0021117,5.41E-05,-0.15658,-0.71148,0.047275,0.010094,-0.024181,0.030746,-0.49801,-0.67625,0.072834,-0.080486,8
-0.0020953,5.82E-05,-0.15555,-0.70912,0.047306,0.010122,-0.023953,0.030772,-0.49677,-0.67742,0.073781,-0.080658,8
-0.0021145,5.27E-05,-0.15482,-0.71387,0.047258,0.0101,-0.02422,0.030689,-0.49613,-0.67703,0.073012,-0.080579,8
-0.0021017,5.66E-05,-0.15709,-0.7095,0.04722,0.010108,-0.024033,0.030756,-0.4972,-0.6743,0.073255,-0.080713,8
-0.0021073,5.41E-05,-0.16128,-0.71508,0.047048,0.010109,-0.024167,0.030716,-0.50216,-0.6711,0.072955,-0.081064,8
-0.0021256,5.21E-05,-0.15433,-0.71352,0.046952,0.010153,-0.02429,0.030748,-0.49566,-0.67534,0.073881,-0.081706,8
-0.0021798,4.30E-05,-0.16206,-0.71446,0.047217,0.01009,-0.024773,0.030702,-0.50313,-0.67349,0.072573,-0.080559,8
-0.0020957,5.84E-05,-0.15881,-0.7144,0.047043,0.010112,-0.023951,0.030787,-0.501,-0.67538,0.072685,-0.081137,8
-0.00214,5.31E-05,-0.16032,-0.7091,0.047262,0.010126,-0.024244,0.030817,-0.50196,-0.67654,0.073862,-0.080775,8
-0.0021198,5.12E-05,-0.15949,-0.71328,0.047123,0.010114,-0.024302,0.030676,-0.50074,-0.67204,0.073263,-0.080979,8
-0.0021221,5.16E-05,-0.15891,-0.71098,0.047256,0.010099,-0.024308,0.030715,-0.49949,-0.67165,0.073144,-0.080523,8
-0.0020917,5.60E-05,-0.15724,-0.70932,0.047044,0.010114,-0.024059,0.030711,-0.4999,-0.6743,0.072829,-0.081061,8
-0.0021349,5.31E-05,-0.16033,-0.71177,0.047241,0.010133,-0.02424,0.030795,-0.50199,-0.67524,0.074024,-0.080881,8
-0.0021279,4.96E-05,-0.15686,-0.71426,0.047153,0.010109,-0.024387,0.030663,-0.49924,-0.67759,0.072946,-0.080928,8
-0.0021257,5.39E-05,-0.15433,-0.70707,0.047245,0.010092,-0.024192,0.030779,-0.49565,-0.67364,0.072593,-0.080446,8
-0.0020922,5.93E-05,-0.15882,-0.71449,0.047081,0.010104,-0.023897,0.03079,-0.50102,-0.67489,0.072509,-0.080971,8
-0.0021288,5.53E-05,-0.16214,-0.70917,0.04722,0.010091,-0.024127,0.03083,-0.50341,-0.67551,0.072656,-0.080524,8
-0.0020953,5.84E-05,-0.15902,-0.71483,0.046799,0.010162,-0.023943,0.030784,-0.5006,-0.6738,0.073844,-0.08213,8
-0.0022031,3.92E-05,-0.15604,-0.71563,0.047204,0.010079,-0.024989,0.030705,-0.49661,-0.67306,0.072134,-0.080495,8
-0.0020892,6.07E-05,-0.15719,-0.7093,0.047046,0.010114,-0.023836,0.030828,-0.49984,-0.67437,0.072812,-0.081062,8
-0.002135,5.32E-05,-0.16033,-0.71339,0.047098,0.01013,-0.024237,0.030797,-0.50199,-0.6761,0.073606,-0.081181,8
-0.0021434,4.88E-05,-0.16032,-0.70854,0.047306,0.010118,-0.024454,0.030713,-0.50198,-0.67657,0.073703,-0.080591,8
-0.0021072,5.35E-05,-0.16131,-0.71067,0.047218,0.010082,-0.024179,0.030686,-0.50219,-0.67083,0.072442,-0.080407,8
-0.0020812,6.00E-05,-0.15967,-0.70813,0.047228,0.010092,-0.023865,0.030779,-0.50137,-0.67545,0.072689,-0.080485,8
-0.0020932,5.86E-05,-0.15882,-0.71449,0.047081,0.010104,-0.023931,0.03078,-0.50102,-0.67487,0.072512,-0.08097,8
-0.0021287,5.53E-05,-0.15755,-0.70942,0.047347,0.010115,-0.024127,0.03083,-0.49782,-0.67545,0.07385,-0.080523,8
-0.0020983,5.33E-05,-0.15895,-0.71455,0.047062,0.010108,-0.024186,0.030651,-0.50114,-0.67475,0.072605,-0.081036,8
-0.0021333,5.43E-05,-0.16322,-0.71376,0.047124,0.010113,-0.024179,0.030822,-0.50426,-0.67537,0.073181,-0.080969,8
-0.0021258,5.24E-05,-0.15433,-0.71396,0.04727,0.0101,-0.024268,0.030744,-0.49566,-0.6781,0.073009,-0.080593,8
-0.002104,5.66E-05,-0.1571,-0.71069,0.047079,0.010135,-0.024036,0.030762,-0.49721,-0.67529,0.073803,-0.081277,8
-0.0021461,4.68E-05,-0.15685,-0.71458,0.047254,0.010093,-0.024556,0.030678,-0.49919,-0.67556,0.072639,-0.080573,8
-0.0021011,5.82E-05,-0.16257,-0.71242,0.047169,0.010113,-0.023959,0.030796,-0.50338,-0.67365,0.073245,-0.080895,8
-0.0021211,5.26E-05,-0.16228,-0.71194,0.047046,0.010116,-0.02425,0.030731,-0.50286,-0.67213,0.073154,-0.081159,8
-0.0021319,5.04E-05,-0.16179,-0.70994,0.047266,0.010109,-0.024381,0.030727,-0.50269,-0.67262,0.073497,-0.080591,8
-0.0020985,5.40E-05,-0.15894,-0.71454,0.047062,0.010108,-0.02416,0.030679,-0.50112,-0.67477,0.072602,-0.081037,8
-0.0021333,5.43E-05,-0.16322,-0.71376,0.047124,0.010113,-0.024179,0.030822,-0.50426,-0.67537,0.073181,-0.080969,8
-0.0021258,5.24E-05,-0.15433,-0.71396,0.04727,0.0101,-0.024267,0.030744,-0.49566,-0.6781,0.073009,-0.080593,8
-0.002104,5.66E-05,-0.16127,-0.71259,0.047057,0.010114,-0.024036,0.030762,-0.50215,-0.67156,0.073136,-0.081093,8
-0.0021286,5.11E-05,-0.15682,-0.71305,0.04717,0.01011,-0.024341,0.030731,-0.49918,-0.67539,0.072974,-0.080902,8
-0.0021244,5.39E-05,-0.15433,-0.71397,0.047269,0.0101,-0.02419,0.030773,-0.49566,-0.67813,0.073005,-0.080596,8
-0.0021042,5.66E-05,-0.16257,-0.71338,0.047182,0.010099,-0.024036,0.030763,-0.50338,-0.67425,0.072816,-0.080738,8
-0.0021083,5.59E-05,-0.16126,-0.71255,0.047142,0.010097,-0.024084,0.03077,-0.50213,-0.66982,0.072761,-0.080725,8
-0.0021031,5.58E-05,-0.16438,-0.71101,0.047108,0.010109,-0.024087,0.030756,-0.5046,-0.67468,0.073194,-0.080952,8
-0.0021189,5.22E-05,-0.15659,-0.71251,0.047128,0.010131,-0.024277,0.030721,-0.4983,-0.6725,0.07363,-0.081104,8
-0.0021396,4.92E-05,-0.16033,-0.70901,0.047312,0.010116,-0.024427,0.030706,-0.502,-0.67636,0.073663,-0.08057,8
-0.0021057,5.39E-05,-0.1613,-0.71253,0.047143,0.010098,-0.02416,0.03069,-0.50219,-0.66979,0.072767,-0.080718,8
-0.0021028,5.59E-05,-0.16124,-0.71356,0.047154,0.010096,-0.024085,0.030755,-0.50212,-0.67049,0.072725,-0.080722,8
-0.0021027,5.61E-05,-0.16124,-0.71357,0.047154,0.010096,-0.024076,0.030761,-0.50212,-0.67049,0.072724,-0.080723,8
-0.0021028,5.61E-05,-0.16088,-0.71481,0.047255,0.010089,-0.024076,0.030761,-0.50221,-0.67312,0.072592,-0.080491,8
-0.0020925,5.89E-05,-0.15903,-0.7138,0.047177,0.010084,-0.023918,0.030787,-0.50061,-0.67214,0.072232,-0.0806,8
-0.0020966,5.94E-05,-0.15879,-0.71438,0.047044,0.010112,-0.023906,0.030823,-0.50097,-0.67538,0.072683,-0.081137,8
-0.0021399,5.31E-05,-0.16032,-0.70912,0.047333,0.010111,-0.024244,0.030817,-0.50196,-0.67659,0.07355,-0.080493,8
-0.0021001,5.50E-05,-0.15885,-0.71427,0.047096,0.010106,-0.024099,0.030699,-0.50106,-0.67501,0.072604,-0.080963,8
-0.0021283,5.50E-05,-0.15431,-0.71341,0.047193,0.0101,-0.024142,0.030819,-0.49563,-0.67222,0.07272,-0.080657,8
-0.0021065,5.69E-05,-0.16126,-0.71415,0.047137,0.010096,-0.024025,0.030785,-0.50213,-0.66872,0.072692,-0.080731,8
-0.0021033,5.60E-05,-0.16124,-0.71354,0.047189,0.010089,-0.024077,0.030763,-0.50212,-0.67043,0.072582,-0.080588,8
-0.0020934,5.78E-05,-0.15881,-0.71449,0.047082,0.010104,-0.023981,0.030771,-0.50101,-0.67488,0.072512,-0.08097,8
-0.0021287,5.53E-05,-0.16405,-0.71372,0.047053,0.010137,-0.024127,0.03083,-0.50456,-0.67476,0.073889,-0.081344,8
-0.0021507,4.60E-05,-0.1544,-0.71357,0.047214,0.010116,-0.024601,0.030673,-0.49559,-0.67739,0.073298,-0.080848,8
-0.0021228,5.31E-05,-0.15434,-0.71398,0.047269,0.0101,-0.024223,0.030741,-0.49568,-0.67813,0.073007,-0.080596,8
-0.0021042,5.66E-05,-0.16127,-0.71505,0.047084,0.010103,-0.024036,0.030763,-0.50215,-0.67046,0.072821,-0.080929,8
-0.0021165,5.39E-05,-0.16423,-0.70979,0.047157,0.010121,-0.024197,0.030758,-0.50443,-0.67249,0.073614,-0.080935,8
-0.0021212,5.05E-05,-0.16088,-0.71303,0.047205,0.010118,-0.024356,0.030677,-0.5022,-0.67609,0.073501,-0.080871,8
-0.0021223,5.19E-05,-0.16229,-0.71504,0.047203,0.010079,-0.024281,0.030711,-0.50287,-0.67356,0.072352,-0.080548,8
-0.0020881,5.92E-05,-0.15905,-0.71059,0.047057,0.010115,-0.023912,0.030792,-0.50063,-0.67353,0.072993,-0.081095,8
-0.0021336,5.19E-05,-0.16322,-0.71375,0.047125,0.010113,-0.024301,0.030764,-0.50427,-0.67535,0.073187,-0.080966,8
-0.0021257,5.24E-05,-0.16197,-0.71386,0.047163,0.010106,-0.024267,0.030743,-0.5033,-0.67321,0.072957,-0.080804,8
-0.0021152,5.47E-05,-0.15659,-0.71057,0.047272,0.010109,-0.024143,0.030763,-0.4983,-0.67604,0.073313,-0.080634,8
-0.0021075,5.48E-05,-0.15713,-0.70923,0.047335,0.010122,-0.024123,0.030727,-0.49723,-0.67648,0.074007,-0.080663,8
-0.002109,5.14E-05,-0.15714,-0.71298,0.047319,0.01012,-0.024284,0.030643,-0.49726,-0.67795,0.073948,-0.080733,8
-0.0021127,5.12E-05,-0.15945,-0.71419,0.047174,0.01009,-0.024302,0.030654,-0.50072,-0.67216,0.072618,-0.080632,8
-0.002097,5.74E-05,-0.15881,-0.71439,0.047044,0.010112,-0.024005,0.030773,-0.501,-0.67536,0.072688,-0.081135,8
-0.0021399,5.31E-05,-0.16032,-0.70913,0.047333,0.010111,-0.024244,0.030816,-0.50196,-0.6766,0.073551,-0.080494,8
-0.0021001,5.50E-05,-0.16257,-0.71338,0.047226,0.010088,-0.0241,0.030699,-0.50341,-0.6722,0.072547,-0.080503,8
-0.0020919,5.89E-05,-0.15881,-0.71449,0.047081,0.010104,-0.02392,0.030787,-0.50101,-0.67489,0.072509,-0.080971,8
-0.0021288,5.53E-05,-0.16113,-0.71237,0.047236,0.010128,-0.024127,0.03083,-0.50226,-0.67506,0.073977,-0.080891,8
-0.0021244,4.96E-05,-0.16362,-0.71356,0.047191,0.010109,-0.024389,0.030657,-0.50457,-0.67543,0.073238,-0.080761,8
-0.0021126,5.40E-05,-0.15659,-0.71146,0.04725,0.010099,-0.024175,0.030731,-0.49803,-0.67621,0.072944,-0.08058,8
-0.0021019,5.69E-05,-0.16126,-0.71263,0.047056,0.010114,-0.024022,0.030763,-0.50214,-0.67159,0.073131,-0.081097,8
-0.0021289,5.11E-05,-0.15682,-0.71317,0.047151,0.010114,-0.024341,0.030732,-0.49918,-0.67583,0.073037,-0.080973,8
-0.0021293,5.30E-05,-0.15432,-0.71341,0.04719,0.0101,-0.024237,0.030769,-0.49564,-0.67222,0.072739,-0.080665,8
-0.0021071,5.68E-05,-0.16126,-0.71509,0.047048,0.010109,-0.024033,0.030783,-0.50213,-0.67113,0.072948,-0.081067,8
-0.0021257,5.21E-05,-0.16404,-0.71373,0.047234,0.01009,-0.02429,0.030749,-0.50457,-0.67405,0.072771,-0.080525,8
-0.0020916,5.78E-05,-0.15624,-0.71156,0.047301,0.01012,-0.023974,0.03076,-0.4977,-0.6778,0.073853,-0.080658,8
-0.0021123,5.25E-05,-0.15962,-0.71098,0.047257,0.0101,-0.024232,0.030678,-0.50144,-0.67539,0.073048,-0.080527,8
-0.0020981,5.68E-05,-0.15883,-0.71439,0.047043,0.010112,-0.024021,0.030746,-0.50103,-0.67532,0.072692,-0.081132,8
-0.0021397,5.31E-05,-0.16032,-0.70914,0.047331,0.010111,-0.024244,0.030816,-0.50196,-0.67662,0.073554,-0.080499,8
-0.0021005,5.50E-05,-0.15885,-0.71427,0.047096,0.010106,-0.024102,0.030699,-0.50105,-0.67501,0.072604,-0.080962,8
-0.0021283,5.50E-05,-0.15681,-0.71266,0.047114,0.010117,-0.024142,0.030819,-0.49916,-0.67791,0.073104,-0.081103,8
-0.0021377,5.17E-05,-0.16033,-0.71109,0.047179,0.010143,-0.024312,0.030768,-0.50198,-0.67689,0.074239,-0.081114,8
-0.0021436,4.67E-05,-0.16076,-0.70867,0.047159,0.010121,-0.024544,0.030649,-0.50199,-0.67313,0.073543,-0.080902,8
-0.0021213,5.11E-05,-0.16229,-0.71145,0.047062,0.010114,-0.02432,0.030692,-0.50288,-0.67182,0.073116,-0.081094,8
-0.0021277,5.11E-05,-0.15756,-0.70914,0.047317,0.010123,-0.024341,0.030729,-0.49784,-0.67462,0.074031,-0.080642,8
-0.0021072,5.14E-05,-0.16053,-0.71344,0.04707,0.010113,-0.024283,0.030636,-0.50221,-0.67244,0.073028,-0.081008,8
-0.0021276,5.25E-05,-0.15432,-0.71231,0.047128,0.010116,-0.024263,0.030757,-0.49565,-0.67503,0.073138,-0.080992,8
-0.0021298,5.23E-05,-0.15432,-0.71352,0.047155,0.010114,-0.02427,0.030755,-0.49564,-0.67485,0.073142,-0.080914,8
-0.0021253,5.30E-05,-0.15433,-0.71396,0.04727,0.0101,-0.02423,0.030754,-0.49566,-0.67811,0.073008,-0.080593,8
-0.002104,5.66E-05,-0.1622,-0.70848,0.047148,0.010103,-0.024035,0.030762,-0.50326,-0.67382,0.072833,-0.080763,8
-0.0021112,5.55E-05,-0.15941,-0.71417,0.047177,0.01009,-0.024104,0.030769,-0.50067,-0.67224,0.072597,-0.080629,8
-0.0020966,5.75E-05,-0.15881,-0.71439,0.047043,0.010112,-0.023999,0.030775,-0.501,-0.67536,0.072687,-0.081136,8
-0.0021399,5.31E-05,-0.16032,-0.70912,0.047333,0.010111,-0.024244,0.030817,-0.50196,-0.67659,0.07355,-0.080493,8
-0.0021001,5.50E-05,-0.15885,-0.71427,0.047096,0.010106,-0.024099,0.030699,-0.50106,-0.67501,0.072604,-0.080963,8
-0.0021283,5.50E-05,-0.15431,-0.71341,0.047193,0.0101,-0.024142,0.030819,-0.49563,-0.67222,0.07272,-0.080657,8
-0.0021065,5.69E-05,-0.15711,-0.71509,0.047297,0.010105,-0.024025,0.030785,-0.49721,-0.67451,0.073343,-0.080605,8
-0.0021008,5.47E-05,-0.15884,-0.71426,0.047097,0.010106,-0.024126,0.030706,-0.50104,-0.67502,0.072602,-0.080961,8
-0.0021282,5.50E-05,-0.15681,-0.71266,0.047114,0.010117,-0.024141,0.030819,-0.49916,-0.67791,0.073104,-0.081104,8
-0.0021377,5.17E-05,-0.16033,-0.71179,0.047168,0.010141,-0.024312,0.030768,-0.50198,-0.67866,0.074181,-0.081141,8
-0.0021447,4.68E-05,-0.16032,-0.70826,0.047272,0.010127,-0.024542,0.030657,-0.50199,-0.67581,0.073907,-0.080732,8
-0.0021175,5.14E-05,-0.16292,-0.70775,0.047136,0.010105,-0.024291,0.030669,-0.50404,-0.67176,0.072912,-0.080753,8
-0.0021102,5.51E-05,-0.15941,-0.71416,0.047177,0.01009,-0.02412,0.030756,-0.50067,-0.67225,0.072595,-0.080626,8
-0.0020965,5.75E-05,-0.15891,-0.71454,0.047079,0.010105,-0.023997,0.030775,-0.50108,-0.67484,0.072514,-0.080976,8
-0.0021289,5.53E-05,-0.15431,-0.7094,0.047129,0.010112,-0.024131,0.030829,-0.49562,-0.67398,0.072986,-0.080869,8
-0.0021214,5.40E-05,-0.15199,-0.71459,0.047101,0.01015,-0.024184,0.030764,-0.50153,-0.68042,0.074149,-0.081534,8
-0.0021702,4.35E-05,-0.15612,-0.70983,0.047231,0.01011,-0.02473,0.030675,-0.49665,-0.67315,0.073359,-0.080674,8
-0.0021054,5.39E-05,-0.16221,-0.71178,0.046981,0.010138,-0.024171,0.030702,-0.50327,-0.67409,0.073566,-0.081492,8
-0.0021616,4.60E-05,-0.15579,-0.7144,0.047263,0.010097,-0.024611,0.030717,-0.49641,-0.67589,0.073034,-0.080573,8
-0.0020974,5.64E-05,-0.15883,-0.71439,0.047043,0.010112,-0.024046,0.030739,-0.50103,-0.67533,0.072691,-0.081133,8
-0.0021397,5.31E-05,-0.16032,-0.70913,0.047332,0.010111,-0.024244,0.030816,-0.50196,-0.67661,0.073553,-0.080497,8
-0.0021003,5.50E-05,-0.15405,-0.71441,0.0472,0.010108,-0.024101,0.030699,-0.49566,-0.67819,0.07296,-0.080808,8
-0.0021212,5.50E-05,-0.15434,-0.71399,0.047268,0.0101,-0.024125,0.030785,-0.49567,-0.67817,0.073001,-0.080601,8
-0.0021045,5.66E-05,-0.16127,-0.71504,0.047084,0.010103,-0.024037,0.030764,-0.50215,-0.67045,0.072822,-0.080929,8
-0.0021165,5.39E-05,-0.16087,-0.70742,0.04702,0.010162,-0.024197,0.030758,-0.50218,-0.67644,0.074424,-0.081607,8
-0.0021751,4.14E-05,-0.15974,-0.71186,0.047021,0.010127,-0.024836,0.030638,-0.50067,-0.67141,0.073622,-0.081204,8
-0.0021364,4.80E-05,-0.1641,-0.71308,0.047191,0.010114,-0.024494,0.030679,-0.50461,-0.67216,0.073437,-0.080801,8
-0.0021138,5.25E-05,-0.15943,-0.71418,0.047175,0.01009,-0.024247,0.0307,-0.5007,-0.67217,0.072613,-0.080632,8
-0.0020969,5.74E-05,-0.15881,-0.71439,0.047044,0.010112,-0.024004,0.030773,-0.501,-0.67536,0.072688,-0.081135,8
-0.0021399,5.31E-05,-0.16032,-0.70913,0.047333,0.010111,-0.024244,0.030816,-0.50196,-0.6766,0.073551,-0.080494,8
-0.0021001,5.50E-05,-0.15885,-0.71427,0.047096,0.010106,-0.024099,0.030699,-0.50106,-0.67501,0.072604,-0.080963,8
-0.0021283,5.50E-05,-0.15431,-0.71341,0.047193,0.0101,-0.024142,0.030819,-0.49563,-0.67222,0.07272,-0.080657,8
-0.0021065,5.69E-05,-0.16219,-0.71371,0.047066,0.010111,-0.024025,0.030785,-0.50324,-0.6731,0.072898,-0.081067,8
-0.0021307,5.26E-05,-0.15431,-0.70954,0.047212,0.010094,-0.024267,0.030772,-0.49563,-0.67433,0.072615,-0.080536,8
-0.0015344,-2.76E-06,0.033002,-0.74248,0.014424,0.00066692,-0.012634,0.0009339,-0.025067,-0.53713,0.076448,0.009591,8
-0.0015769,-3.40E-06,0.032999,-0.73211,0.011058,0.00067273,-0.012759,0.0009121,-0.025061,-0.52852,0.080613,0.0093818,8
-0.0014881,-3.66E-06,0.032998,-0.73513,0.021122,0.00068197,-0.012887,0.00090702,-0.025057,-0.5296,0.077653,0.0092135,8
-0.0014,-3.80E-06,0.032997,-0.73514,0.017861,0.00067117,-0.012992,0.00090647,-0.025052,-0.52961,0.074697,0.0095481,8
-0.00151,-3.41E-06,0.032999,-0.74108,0.020342,0.00066402,-0.012812,0.00091415,-0.02506,-0.53949,0.075092,0.010154,8
