data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,sort
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.12887,0.2753,-0.21674,0.13332,0.17235,-0.18137,-0.46467,0.34272,0.24892,-0.47389,0.4417,0.30345,1
0.13333,0.17235,-0.14334,0.13497,0.38988,-0.21675,-0.47389,0.4417,0.3564,-0.48004,0.23012,0.24893,1
0.13497,0.38988,-0.18136,0.12886,0.2753,-0.14334,-0.48004,0.23012,0.30345,-0.46467,0.34272,0.3564,1
0.15272,0.2753,-0.21674,0.13332,0.17235,-0.1223,-0.3164,0.34272,0.24892,-0.47389,0.4417,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
0.15272,-0.0090728,-0.12025,0.17289,-0.014339,-0.1223,-0.3164,0.18858,0.040907,-0.30949,0.20983,0.07775,1
0.17289,-0.014345,-0.13583,0.1898,-0.010623,-0.12026,-0.3095,0.20983,0.1139,-0.29764,0.16875,0.040911,1
0.18981,-0.010628,-0.1223,0.15271,-0.0090672,-0.13584,-0.29765,0.16876,0.077746,-0.3164,0.18858,0.1139,1
